round,p1_jid,p1_strategy,p1_action,p2_jid,p2_strategy,p2_action,p1_payoff,p2_payoff,p1_cumulative,p2_cumulative
134,player_a7f34ed2-3ba9-497c-879f-d30c8bb1cb7d@localhost,Random,C,player_b023a9ca-fa89-474c-877c-66533b651d52@localhost,WinStayLoseShift,C,5,5,545,555
135,player_a7f34ed2-3ba9-497c-879f-d30c8bb1cb7d@localhost,Random,D,player_b023a9ca-fa89-474c-877c-66533b651d52@localhost,WinStayLoseShift,C,10,0,555,555
136,player_a7f34ed2-3ba9-497c-879f-d30c8bb1cb7d@localhost,Random,D,player_b023a9ca-fa89-474c-877c-66533b651d52@localhost,WinStayLoseShift,D,1,1,556,556
137,player_a7f34ed2-3ba9-497c-879f-d30c8bb1cb7d@localhost,Random,D,player_b023a9ca-fa89-474c-877c-66533b651d52@localhost,WinStayLoseShift,C,10,0,566,556
138,player_a7f34ed2-3ba9-497c-879f-d30c8bb1cb7d@localhost,Random,D,player_b023a9ca-fa89-474c-877c-66533b651d52@localhost,WinStayLoseShift,D,1,1,567,557
139,player_a7f34ed2-3ba9-497c-879f-d30c8bb1cb7d@localhost,Random,D,player_b023a9ca-fa89-474c-877c-66533b651d52@localhost,WinStayLoseShift,C,10,0,577,557
140,player_a7f34ed2-3ba9-497c-879f-d30c8bb1cb7d@localhost,Random,C,player_b023a9ca-fa89-474c-877c-66533b651d52@localhost,WinStayLoseShift,D,0,10,577,567
141,player_a7f34ed2-3ba9-497c-879f-d30c8bb1cb7d@localhost,Random,C,player_b023a9ca-fa89-474c-877c-66533b651d52@localhost,WinStayLoseShift,D,0,10,577,577
142,player_a7f34ed2-3ba9-497c-879f-d30c8bb1cb7d@localhost,Random,C,player_b023a9ca-fa89-474c-877c-66533b651d52@localhost,WinStayLoseShift,D,0,10,577,587
143,player_a7f34ed2-3ba9-497c-879f-d30c8bb1cb7d@localhost,Random,C,player_b023a9ca-fa89-474c-877c-66533b651d52@localhost,WinStayLoseShift,D,0,10,577,597
144,player_a7f34ed2-3ba9-497c-879f-d30c8bb1cb7d@localhost,Random,C,player_b023a9ca-fa89-474c-877c-66533b651d52@localhost,WinStayLoseShift,D,0,10,577,607
