round,p1_jid,p1_strategy,p1_action,p2_jid,p2_strategy,p2_action,p1_payoff,p2_payoff,p1_cumulative,p2_cumulative
122,player_d3157403-631d-488b-b379-9953c4a61e5c@localhost,Random,D,player_3383ca6a-76dc-4d22-af7f-376efff7c09c@localhost,TitForTat,C,10,0,455,445
123,player_d3157403-631d-488b-b379-9953c4a61e5c@localhost,Random,D,player_3383ca6a-76dc-4d22-af7f-376efff7c09c@localhost,TitForTat,D,1,1,456,446
124,player_d3157403-631d-488b-b379-9953c4a61e5c@localhost,Random,C,player_3383ca6a-76dc-4d22-af7f-376efff7c09c@localhost,TitForTat,D,0,10,456,456
125,player_d3157403-631d-488b-b379-9953c4a61e5c@localhost,Random,C,player_3383ca6a-76dc-4d22-af7f-376efff7c09c@localhost,TitForTat,C,5,5,461,461
126,player_d3157403-631d-488b-b379-9953c4a61e5c@localhost,Random,C,player_3383ca6a-76dc-4d22-af7f-376efff7c09c@localhost,TitForTat,C,5,5,466,466
127,player_d3157403-631d-488b-b379-9953c4a61e5c@localhost,Random,C,player_3383ca6a-76dc-4d22-af7f-376efff7c09c@localhost,TitForTat,C,5,5,471,471
128,player_d3157403-631d-488b-b379-9953c4a61e5c@localhost,Random,C,player_3383ca6a-76dc-4d22-af7f-376efff7c09c@localhost,TitForTat,C,5,5,476,476
129,player_d3157403-631d-488b-b379-9953c4a61e5c@localhost,Random,D,player_3383ca6a-76dc-4d22-af7f-376efff7c09c@localhost,TitForTat,C,10,0,486,476
130,player_d3157403-631d-488b-b379-9953c4a61e5c@localhost,Random,D,player_3383ca6a-76dc-4d22-af7f-376efff7c09c@localhost,TitForTat,D,1,1,487,477
131,player_d3157403-631d-488b-b379-9953c4a61e5c@localhost,Random,D,player_3383ca6a-76dc-4d22-af7f-376efff7c09c@localhost,TitForTat,D,1,1,488,478
132,player_d3157403-631d-488b-b379-9953c4a61e5c@localhost,Random,C,player_3383ca6a-76dc-4d22-af7f-376efff7c09c@localhost,TitForTat,D,0,10,488,488
133,player_d3157403-631d-488b-b379-9953c4a61e5c@localhost,Random,C,player_3383ca6a-76dc-4d22-af7f-376efff7c09c@localhost,TitForTat,C,5,5,493,493
134,player_d3157403-631d-488b-b379-9953c4a61e5c@localhost,Random,C,player_3383ca6a-76dc-4d22-af7f-376efff7c09c@localhost,TitForTat,C,5,5,498,498
135,player_d3157403-631d-488b-b379-9953c4a61e5c@localhost,Random,C,player_3383ca6a-76dc-4d22-af7f-376efff7c09c@localhost,TitForTat,C,5,5,503,503
136,player_d3157403-631d-488b-b379-9953c4a61e5c@localhost,Random,D,player_3383ca6a-76dc-4d22-af7f-376efff7c09c@localhost,TitForTat,C,10,0,513,503
137,player_d3157403-631d-488b-b379-9953c4a61e5c@localhost,Random,C,player_3383ca6a-76dc-4d22-af7f-376efff7c09c@localhost,TitForTat,D,0,10,513,513
138,player_d3157403-631d-488b-b379-9953c4a61e5c@localhost,Random,D,player_3383ca6a-76dc-4d22-af7f-376efff7c09c@localhost,TitForTat,C,10,0,523,513
139,player_d3157403-631d-488b-b379-9953c4a61e5c@localhost,Random,C,player_3383ca6a-76dc-4d22-af7f-376efff7c09c@localhost,TitForTat,D,0,10,523,523
140,player_d3157403-631d-488b-b379-9953c4a61e5c@localhost,Random,D,player_3383ca6a-76dc-4d22-af7f-376efff7c09c@localhost,TitForTat,C,10,0,533,523
141,player_d3157403-631d-488b-b379-9953c4a61e5c@localhost,Random,C,player_3383ca6a-76dc-4d22-af7f-376efff7c09c@localhost,TitForTat,D,0,10,533,533
142,player_d3157403-631d-488b-b379-9953c4a61e5c@localhost,Random,C,player_3383ca6a-76dc-4d22-af7f-376efff7c09c@localhost,TitForTat,C,5,5,538,538
143,player_d3157403-631d-488b-b379-9953c4a61e5c@localhost,Random,D,player_3383ca6a-76dc-4d22-af7f-376efff7c09c@localhost,TitForTat,C,10,0,548,538
144,player_d3157403-631d-488b-b379-9953c4a61e5c@localhost,Random,D,player_3383ca6a-76dc-4d22-af7f-376efff7c09c@localhost,TitForTat,D,1,1,549,539
145,player_d3157403-631d-488b-b379-9953c4a61e5c@localhost,Random,C,player_3383ca6a-76dc-4d22-af7f-376efff7c09c@localhost,TitForTat,D,0,10,549,549
146,player_d3157403-631d-488b-b379-9953c4a61e5c@localhost,Random,C,player_3383ca6a-76dc-4d22-af7f-376efff7c09c@localhost,TitForTat,C,5,5,554,554
147,player_d3157403-631d-488b-b379-9953c4a61e5c@localhost,Random,D,player_3383ca6a-76dc-4d22-af7f-376efff7c09c@localhost,TitForTat,C,10,0,564,554
148,player_d3157403-631d-488b-b379-9953c4a61e5c@localhost,Random,C,player_3383ca6a-76dc-4d22-af7f-376efff7c09c@localhost,TitForTat,D,0,10,564,564
149,player_d3157403-631d-488b-b379-9953c4a61e5c@localhost,Random,D,player_3383ca6a-76dc-4d22-af7f-376efff7c09c@localhost,TitForTat,C,10,0,574,564
150,player_d3157403-631d-488b-b379-9953c4a61e5c@localhost,Random,C,player_3383ca6a-76dc-4d22-af7f-376efff7c09c@localhost,TitForTat,D,0,10,574,574
151,player_d3157403-631d-488b-b379-9953c4a61e5c@localhost,Random,C,player_3383ca6a-76dc-4d22-af7f-376efff7c09c@localhost,TitForTat,C,5,5,579,579
152,player_d3157403-631d-488b-b379-9953c4a61e5c@localhost,Random,C,player_3383ca6a-76dc-4d22-af7f-376efff7c09c@localhost,TitForTat,C,5,5,584,584
153,player_d3157403-631d-488b-b379-9953c4a61e5c@localhost,Random,D,player_3383ca6a-76dc-4d22-af7f-376efff7c09c@localhost,TitForTat,C,10,0,594,584
154,player_d3157403-631d-488b-b379-9953c4a61e5c@localhost,Random,C,player_3383ca6a-76dc-4d22-af7f-376efff7c09c@localhost,TitForTat,D,0,10,594,594
155,player_d3157403-631d-488b-b379-9953c4a61e5c@localhost,Random,D,player_3383ca6a-76dc-4d22-af7f-376efff7c09c@localhost,TitForTat,C,10,0,604,594
156,player_d3157403-631d-488b-b379-9953c4a61e5c@localhost,Random,C,player_3383ca6a-76dc-4d22-af7f-376efff7c09c@localhost,TitForTat,D,0,10,604,604
157,player_d3157403-631d-488b-b379-9953c4a61e5c@localhost,Random,D,player_3383ca6a-76dc-4d22-af7f-376efff7c09c@localhost,TitForTat,C,10,0,614,604
