round,p1_jid,p1_strategy,p1_action,p2_jid,p2_strategy,p2_action,p1_payoff,p2_payoff,p1_cumulative,p2_cumulative
63,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,D,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,D,1,1,231,231
64,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,C,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,D,0,10,231,241
65,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,D,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,C,10,0,241,241
66,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,D,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,D,1,1,242,242
67,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,C,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,D,0,10,242,252
68,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,D,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,C,10,0,252,252
69,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,D,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,D,1,1,253,253
70,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,C,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,D,0,10,253,263
71,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,D,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,C,10,0,263,263
72,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,D,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,D,1,1,264,264
73,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,C,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,D,0,10,264,274
74,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,D,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,C,10,0,274,274
75,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,D,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,D,1,1,275,275
76,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,C,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,D,0,10,275,285
77,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,D,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,C,10,0,285,285
78,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,D,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,D,1,1,286,286
79,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,C,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,D,0,10,286,296
80,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,D,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,C,10,0,296,296
81,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,D,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,D,1,1,297,297
82,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,C,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,D,0,10,297,307
83,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,D,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,C,10,0,307,307
84,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,D,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,D,1,1,308,308
85,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,C,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,D,0,10,308,318
86,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,D,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,C,10,0,318,318
87,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,D,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,D,1,1,319,319
88,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,C,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,D,0,10,319,329
89,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,D,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,C,10,0,329,329
90,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,D,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,D,1,1,330,330
91,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,C,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,D,0,10,330,340
92,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,D,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,C,10,0,340,340
93,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,D,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,D,1,1,341,341
94,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,C,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,D,0,10,341,351
95,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,D,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,C,10,0,351,351
96,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,D,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,D,1,1,352,352
97,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,C,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,D,0,10,352,362
98,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,D,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,C,10,0,362,362
99,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,D,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,D,1,1,363,363
100,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,C,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,D,0,10,363,373
101,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,D,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,C,10,0,373,373
102,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,D,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,D,1,1,374,374
103,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,C,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,D,0,10,374,384
104,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,D,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,C,10,0,384,384
105,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,D,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,D,1,1,385,385
106,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,C,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,D,0,10,385,395
107,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,D,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,C,10,0,395,395
108,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,D,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,D,1,1,396,396
109,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,C,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,D,0,10,396,406
110,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,D,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,C,10,0,406,406
111,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,D,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,D,1,1,407,407
112,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,C,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,D,0,10,407,417
113,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,D,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,C,10,0,417,417
