round,p1_jid,p1_strategy,p1_action,p2_jid,p2_strategy,p2_action,p1_payoff,p2_payoff,p1_cumulative,p2_cumulative
41,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,41,41
42,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,42,42
43,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,43,43
44,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,44,44
45,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,45,45
46,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,46,46
47,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,47,47
48,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,48,48
49,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,49,49
50,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,50,50
51,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,51,51
52,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,52,52
53,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,53,53
54,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,54,54
55,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,55,55
56,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,56,56
57,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,57,57
58,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,58,58
59,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,59,59
60,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,60,60
61,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,61,61
62,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,62,62
63,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,63,63
64,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,64,64
65,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,65,65
66,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,66,66
67,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,67,67
68,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,68,68
69,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,69,69
70,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,70,70
71,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,71,71
72,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,72,72
73,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,73,73
74,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,74,74
75,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,75,75
76,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,76,76
77,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,77,77
78,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,78,78
79,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,79,79
80,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,80,80
81,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,81,81
82,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,82,82
83,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,83,83
84,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,84,84
85,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,85,85
86,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,86,86
87,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,87,87
